spelling,tags,target_word_ids,decision,reason,translation_reference,inflections_reference,source_id
airline,zk gk cet4 ky,"[""cet4-w-4410c4b245aa7dc880b5""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 航线, 航线的设备, 航空公司",s:airlines,ecdict-bc015ed2e24a
airplane,zk gk cet4,"[""cet4-w-f2ec9ab237f25e3fdc36""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 飞机
[机] 飞机",s:airplanes,ecdict-bc015ed2e24a
alarm,gk cet4 ky toefl ielts,"[""cet4-w-6f63df0ae27e11526e7c""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 惊恐, 警报, 警钟
vt. 使惊恐, 警告
[计] 报警信号",s:alarms/d:alarmed/p:alarmed/i:alarming/3:alarms,ecdict-bc015ed2e24a
alcohol,gk cet4 ky,"[""cet4-w-2c66662e02ac749156f4""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 酒精, 酒
[化] 醇; 乙醇; 酒精",s:alcohols,ecdict-bc015ed2e24a
alert,cet4 cet6 ky toefl gre,"[""cet4-w-5cba5a09b090025e5acd""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 警觉的, 灵敏的, 留心的
n. 警报
vt. 使警觉, 通知, 使意识到",d:alerted/p:alerted/i:alerting/3:alerts/s:alerts,ecdict-bc015ed2e24a
algebra,gk cet4 cet6 toefl,"[""cet4-w-cee170e7a1791bfc2289""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,n. 代数学,s:algebras,ecdict-bc015ed2e24a
alike,gk cet4 cet6 ky toefl,"[""cet4-w-0f7836947bf55564497f""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 相似的, 同样的
adv. 一样, 以同样的方式",,ecdict-bc015ed2e24a
alive,zk gk cet4 cet6 ky,"[""cet4-w-da93fcfc874bba0a6298""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 活着的, 活泼的, 敏感的, 热闹的",,ecdict-bc015ed2e24a
allow,zk gk cet4 ky,"[""cet4-w-5aa40972f773c5c445f8""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 允许, 同意给予, 承认
vi. 容许, 猜想
[计] 允许命令",d:allowed/i:allowing/3:allows/p:allowed,ecdict-bc015ed2e24a
alloy,cet4 cet6 ky toefl ielts,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 合金
vt. 将...铸成合金, 减低成色
vi. 合铸",s:alloys/i:alloying/d:alloyed/p:alloyed/3:alloys,ecdict-bc015ed2e24a
alone,zk gk cet4 ky toefl ielts,"[""cet4-w-861169b4b0999421460f""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 孤独的, 单独的, 独自的
adv. 独自地",,ecdict-bc015ed2e24a
aloud,zk gk cet4 ky,"[""cet4-w-8680684c9767ed4fd4e1""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"adv. 出声地, 大声地",,ecdict-bc015ed2e24a
alphabet,gk cet4 cet6 ky,"[""cet4-w-560ed2b14539b745119d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 字母
[计] 字母表",s:alphabets,ecdict-bc015ed2e24a
alter,cet4 cet6 ky toefl ielts gre,"[""cet4-w-694001720536556bbe57""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,v. 改变,d:altered/i:altering/3:alters/p:altered,ecdict-bc015ed2e24a
alternative,gk cet4 cet6 ky toefl ielts,"[""cet4-w-83a6505d7459c8b13290""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 两者择一, 供替代的选择
a. 两者择一的, 供选择的
[计] 选择对象",s:alternatives,ecdict-bc015ed2e24a
although,zk gk cet4 ky,"[""cet4-w-a940391ad98858bac4fa""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"conj. 虽然, 尽管",,ecdict-bc015ed2e24a
altitude,gk cet4 cet6 ky toefl ielts,"[""cet4-w-935e4a4f2f3a467fc95c""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 高度, 海拔, 高处
[电] 高度",s:altitudes,ecdict-bc015ed2e24a
altogether,gk cet4 ky,"[""cet4-w-35bb080edbee5d1f0811""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"adv. 完全地, 总而言之",,ecdict-bc015ed2e24a
aluminium,gk cet4 cet6 toefl gre,"[""cet4-w-ee23a76d3ebef6ab2996""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 铝
a. 铝的",,ecdict-bc015ed2e24a
aluminum,cet4 ky toefl,"[""cet4-w-ee23a76d3ebef6ab2996""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 铝
[化] 铝Al",,ecdict-bc015ed2e24a
amaze,gk cet4 cet6 ky toefl ielts,"[""cet4-w-c9392ff234740072f584""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,vt. 使吃惊,p:amazed/3:amazes/i:amazing/d:amazed/s:amazes,ecdict-bc015ed2e24a
ambition,gk cet4 cet6 ky toefl ielts,"[""cet4-w-a46d21aa45222636575d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 野心, 志向",s:ambitions,ecdict-bc015ed2e24a
ambulance,gk cet4 ky ielts,"[""cet4-w-bbe1eb3b830d2c906bac""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 救护车
[医] 救护车",s:ambulances,ecdict-bc015ed2e24a
amongst,cet4,"[""cet4-w-6ae6c59d7e99c29634c4""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"prep. 在...当中, 在...之间, 在...之中",,ecdict-bc015ed2e24a
amount,gk cet4 ky toefl ielts,"[""cet4-w-f8949da5acaeb5b586ed""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 总数, 总额
vi. 总计, 等同",s:amounts/p:amounted/3:amounts/i:amounting/d:amounted,ecdict-bc015ed2e24a
ampere,cet4 cet6,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 安培
[化] 安培",s:amperes,ecdict-bc015ed2e24a
amplify,cet4 cet6 ky toefl ielts gre,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"vt. 增强, 放大, 扩大, 详述
vi. 引伸",d:amplified/p:amplified/i:amplifying/3:amplifies,ecdict-bc015ed2e24a
amuse,gk cet4 cet6 ky ielts gre,"[""cet4-w-d36366b630c6ae234f4a""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 消遣, 娱乐, 使发笑",p:amused/d:amused/i:amusing/3:amuses/s:amuses,ecdict-bc015ed2e24a
analyse,cet4 cet6 ky,"[""cet4-w-72121a255b55512b0829""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 分析, 细察, 分解
[经] 分析",d:analysed/i:analysing/p:analysed/3:analyses/s:analyses,ecdict-bc015ed2e24a
analysis,gk cet4 cet6 ky toefl ielts,"[""cet4-w-22634c370b80850c5995""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 分析
[计] 分析机; 分析员; 分析; 分析程序",s:analyses,ecdict-bc015ed2e24a
analyze,gk cet4 toefl gre,"[""cet4-w-72121a255b55512b0829""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 分析, 细察, 分解
[机] 分析",d:analyzed/i:analyzing/p:analyzed/3:analyzes,ecdict-bc015ed2e24a
ancestor,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-9a5a729da4af60d63315""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 祖先, 祖宗",s:ancestors,ecdict-bc015ed2e24a
anchor,cet4 cet6 ky ielts gre,"[""cet4-w-6bf8b2748a6f1aca62c4""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 锚
vt. 抛锚停泊, 使固定
[计] 锚",s:anchors/i:anchoring/3:anchors/p:anchored/d:anchored,ecdict-bc015ed2e24a
ancient,zk gk cet4 cet6 ky ielts,"[""cet4-w-837c23faa4406003a563""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 古代的, 古老的, 年老的, 旧的",s:ancients,ecdict-bc015ed2e24a
angel,cet4 ky,"[""cet4-w-ee55f3b8d37e28c8d97b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 天使, 守护神, 善人",s:angels,ecdict-bc015ed2e24a
anger,gk cet4 ky ielts,"[""cet4-w-8428fb5d16ae88f4d10c""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 忿怒
vt. 激怒, 使发怒
vi. 发怒",d:angered/p:angered/s:angers/3:angers/i:angering,ecdict-bc015ed2e24a
angle,gk cet4 ky toefl,"[""cet4-w-49117f7c63f3d4a37396""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 角, 角度, 角落
vi. 钓鱼, 谋取, 博取, 斜向移动, 转变角度
vt. 使转动角度, 在...钓鱼, 获取",s:angles/d:angled/i:angling/p:angled/3:angles,ecdict-bc015ed2e24a
ankle,gk cet4 cet6 ky ielts,"[""cet4-w-50a4233a71e998c53963""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 踝
[医] 踝, 踝关节",s:ankles,ecdict-bc015ed2e24a
announce,gk cet4 cet6 ky toefl gre,"[""cet4-w-4d9986dc667a2f581b53""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 宣布, 声称, 显示, 预告
vi. 当报幕员, 宣布参加竞选",p:announced/d:announced/i:announcing/3:announces,ecdict-bc015ed2e24a
announcer,cet4 toefl,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"n. 节目报告员, 宣告者",s:announcers,ecdict-bc015ed2e24a
annual,gk cet4 ky toefl ielts,"[""cet4-w-50b92d83ee9e11e9431d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 年刊, 年报
a. 每年的, 一年一次的, 全年的, 一年生的",s:annuals,ecdict-bc015ed2e24a
ant,zk gk cet4 ky,"[""cet4-w-5e12aa41f2153d9ac4a0""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,n. 蚂蚁,s:ants/p:anted/i:anting,ecdict-bc015ed2e24a
anticipate,cet4 cet6 ky toefl ielts gre,"[""cet4-w-b4584c44c522fde52fdb""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 预期, 占先, 加速, 提前使用
[医] 提前出现, 先期发生",d:anticipated/i:anticipating/p:anticipated/3:anticipates,ecdict-bc015ed2e24a
anxiety,gk cet4 cet6 ky toefl ielts,"[""cet4-w-f093cde3b0f743f1ce19""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 焦虑, 忧虑, 令人焦虑的事
[医] 焦虑",s:anxieties,ecdict-bc015ed2e24a
anxious,gk cet4 cet6 ky toefl,"[""cet4-w-b677938ef5a39fd1dad1""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 忧虑的, 发愁的, 渴望的",,ecdict-bc015ed2e24a
anyhow,gk cet4 ky ielts,"[""cet4-w-c737bb5ea9d8ffbbec08""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"adv. 无论如何, 至少",,ecdict-bc015ed2e24a
anyone,zk gk cet4 ky,"[""cet4-w-ff5adfbe9ab5141ce510""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,pron. 任何人,,ecdict-bc015ed2e24a
anyway,zk cet4 ky,"[""cet4-w-1fa4d6aa4dca3f759aef""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"adv. 无论如何, 至少",s:anyways,ecdict-bc015ed2e24a
anywhere,zk gk cet4 ky,"[""cet4-w-82f791b812f13fcea10b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,adv. 无论何处,,ecdict-bc015ed2e24a
apart,gk cet4 ky,"[""cet4-w-b1c53517898417b71f5d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"adv. 成零碎, 成距离, 分别地, 分离着
a. 分离的",,ecdict-bc015ed2e24a
apartment,gk cet4 ky ielts,"[""cet4-w-03f83ec82b5b625c6a62""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 房间, 公寓",s:apartments,ecdict-bc015ed2e24a
apologize,gk cet4 toefl gre,"[""cet4-w-5d54bae3b0ba2b0c6a03""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vi. 道歉, 辩解",p:apologized/i:apologizing/3:apologizes/d:apologized,ecdict-bc015ed2e24a
apology,gk cet4 ky toefl,"[""cet4-w-1a3dcb6d78be9bb0296b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 道歉, 辩护
[法] 道歉, 谢罪, 辩解者",s:apologies,ecdict-bc015ed2e24a
apparatus,cet4 cet6 ky ielts gre,"[""cet4-w-cde5edffd797692c9b89""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 装置, 器具, 器官
[化] 仪器; 器械",,ecdict-bc015ed2e24a
apparent,gk cet4 cet6 ky ielts,"[""cet4-w-ee2fba930bb896c41212""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 清晰可见的, 显然的, 表面上的
[电] 外在的",,ecdict-bc015ed2e24a
appeal,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-428e2818cd3935caa63f""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 恳求, 诉请, 上诉, 吸引力
vi. 呼吁, 诉请, 要求, 上诉, 有吸引力
vt. 将...上诉",s:appeals/p:appealed/i:appealing/d:appealed/3:appeals,ecdict-bc015ed2e24a
appear,zk gk cet4 ky toefl,"[""cet4-w-309794b87f51c124f6c6""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vi. 出现, 显得, 来到
[法] 出庭, 到案, 出现",p:appeared/3:appears/i:appearing/d:appeared,ecdict-bc015ed2e24a
appearance,gk cet4 ky ielts,"[""cet4-w-70e3f62aa429ba4f094c""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 出现, 露面, 外观, 外表, 出版
[计] 外观, 版面",s:appearances,ecdict-bc015ed2e24a
appetite,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-bc06b56e0f2a16d46350""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 食欲, 欲望, 爱好
[医] 食欲",s:appetites,ecdict-bc015ed2e24a
applause,cet4 cet6 ky gre,"[""cet4-w-084d5ef605b65703820d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 鼓掌, 喝彩, 赞许",,ecdict-bc015ed2e24a
appliance,cet4 cet6 ky toefl ielts,"[""cet4-w-6146e9fd034a80285ce1""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 器械, 用具, 应用
[医] 矫正器; 器",s:appliances,ecdict-bc015ed2e24a
applicable,cet4 cet6 ky gre,"[""cet4-w-7a2d3543f26fdfd8a71b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 合适的, 可应用的
[法] 适用的, 适应的",,ecdict-bc015ed2e24a
applicant,gk cet4 toefl ielts gre,"[""cet4-w-bc5d61a8856cd514893e""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 申请者
[经] 申请人, 请求人, 谋事人",s:applicants,ecdict-bc015ed2e24a
application,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-4618626c765e847a5fee""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 应用, 申请, 志愿书, 应用程序
[计] 应用, 应用程序",s:applications,ecdict-bc015ed2e24a
apply,gk cet4 cet6 ky toefl ielts,"[""cet4-w-2893a9438e61e4a55e4a""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 涂, 应用
vi. 申请, 适用",d:applied/3:applies/i:applying/p:applied,ecdict-bc015ed2e24a
appoint,gk cet4 cet6 ky toefl gre,"[""cet4-w-6949df1d52b59dd7720f""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 任命, 指定, 下令
[法] 派, 派任, 任命",d:appointed/p:appointed/i:appointing/3:appoints,ecdict-bc015ed2e24a
appointment,gk cet4 cet6 ky toefl ielts,"[""cet4-w-09ed4117a60a72ea0019""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 约会, 委任的职位, 委派
[经] 任命, 派, 指定",s:appointments,ecdict-bc015ed2e24a
appreciate,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-90196a7db3bdd617f271""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 赏识, 鉴别, 为...而感激, 领会, 欣赏
vi. 增值, 涨价",d:appreciated/p:appreciated/i:appreciating/3:appreciates,ecdict-bc015ed2e24a
approach,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-9dd729ca25bdcdd216d2""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 接近, 入门
vt. 接近, 近似, 找...商量
vi. 靠近",s:approaches/p:approached/i:approaching/d:approached/3:approaches,ecdict-bc015ed2e24a
appropriate,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-78dcb122ac6f71cdb1dc""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 适当的
[经] 适当的, 拨出, 占用",d:appropriated/3:appropriates/p:appropriated/i:appropriating,ecdict-bc015ed2e24a
approval,cet4 cet6 ky toefl ielts,"[""cet4-w-2f0bdd4a84722aaf026f""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 赞成, 批准
[化] 核准",s:approvals,ecdict-bc015ed2e24a
approve,gk cet4 cet6 ky toefl,"[""cet4-w-9325dbfc433f4cabc115""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 赞同, 核准, 为...提供证据
vi. 赞许",d:approved/p:approved/i:approving/3:approves,ecdict-bc015ed2e24a
approximate,cet4 cet6 ky toefl ielts gre,"[""cet4-w-d29399f138a17bd3e03a""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 大约的, 接近的, 近似的
vt. 接近, 使接近, 粗略估计
vi. 接近于",i:approximating/3:approximates/d:approximated/p:approximated,ecdict-bc015ed2e24a
approximately,gk cet4 cet6 toefl,"[""cet4-w-f00bac260b0aced56b26""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"adv. 大约, 大致, 近于
[经] 大约, 近似",,ecdict-bc015ed2e24a
Arabian,cet4 cet6,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"a. 阿拉伯的, 阿拉伯人的",s:arabians,ecdict-bc015ed2e24a
arbitrary,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-f1f6e5e513e437c99383""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 任意的, 武断的, 专治的, 霸道的",,ecdict-bc015ed2e24a
architect,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-b51c6e6d03f20d34b3a8""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 建筑师, 设计者, 缔造者",s:architects,ecdict-bc015ed2e24a
architecture,gk cet4 cet6 ky toefl ielts,"[""cet4-w-370f524dcf643b1ca5f5""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 建筑学, 建筑式样
[计] 体系结构",s:architectures,ecdict-bc015ed2e24a
area,zk gk cet4 ky ielts,"[""cet4-w-1d41a2b8bd900c1c72e1""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 区域, 面积, 范围, 空地
[计] 区域",s:areas,ecdict-bc015ed2e24a
argue,gk cet4 cet6 ky ielts,"[""cet4-w-1a8da4d0fc91c2d75621""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vi. 提出理由, 争论, 辩论
vt. 主张, 辩论, 证明, 说服",d:argued/p:argued/3:argues/i:arguing,ecdict-bc015ed2e24a
argument,gk cet4 ky ielts,"[""cet4-w-dbbec5738ed144a8e44d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 争论, 论证, 论据, 自变量
[计] 参数",s:arguments,ecdict-bc015ed2e24a
arise,gk cet4 cet6 ky toefl ielts,"[""cet4-w-8a3458c69c2660a55ba4""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vi. 站立, 出现, 起来",i:arising/3:arises/p:arose/d:arisen,ecdict-bc015ed2e24a
arithmetic,gk cet4 cet6 ky toefl,"[""cet4-w-cca2db25dcba975aa40a""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 算术, 算术知识
[机] 算术; 算术的",s:arithmetics,ecdict-bc015ed2e24a
army,zk gk cet4 ky ielts,"[""cet4-w-0d55240645fed95d2958""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 军队, 陆军",s:armies,ecdict-bc015ed2e24a
arouse,cet4 cet6 ky toefl ielts gre,"[""cet4-w-b8f0e962fac1f83e15d7""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 唤醒, 鼓励, 引起
vi. 醒来",d:aroused/p:aroused/i:arousing/3:arouses,ecdict-bc015ed2e24a
